run,feature,is_dummy,rank,selected_count,final_score_adj,global_score,bootstrap_freq,null_margin
run_six_hump_camel_20260331_105818_292454_901a,d2,True,3,3,0.6024249231020227,0.6809999999999998,1.0,-0.0316620572916667
run_six_hump_camel_20260331_111556_514746_d714,x2,False,1,3,0.8734239369549396,0.8841249999999998,1.0,0.1309604166666664
run_six_hump_camel_20260331_111556_514746_d714,x1,False,2,3,0.8635762685704845,0.9089375,1.0,0.1490916666666668
run_six_hump_camel_20260331_111556_514746_d714,d2,True,3,3,0.8160532391605774,0.8756041666666666,1.0,0.1352411458333333
run_six_hump_camel_20260331_155336_341004_c0b8,x1,False,1,3,0.9568479872554452,0.9703125,1.0,0.2553463541666666
run_six_hump_camel_20260331_155336_341004_c0b8,x2,False,2,3,0.8558701877380746,0.8919999999999999,1.0,0.1653713541666666
run_six_hump_camel_20260331_155336_341004_c0b8,d3,True,3,3,0.8156501792687889,0.8467499999999999,1.0,0.1427135416666667
run_six_hump_camel_20260331_195356_586138_0fcb,x1,False,1,3,0.9568479872554452,0.9703125,1.0,0.2553463541666666
run_six_hump_camel_20260331_195356_586138_0fcb,x2,False,2,3,0.8558701877380746,0.8919999999999999,1.0,0.1653713541666666
run_six_hump_camel_20260331_195356_586138_0fcb,d3,True,3,3,0.8156501792687889,0.8467499999999999,1.0,0.1427135416666667
run_six_hump_camel_20260331_200447_912265_55da,x2,False,1,3,0.8431867646289419,0.8916249999999999,0.9333333333333332,0.1633869791666666
run_six_hump_camel_20260331_200447_912265_55da,x1,False,2,3,0.8029630074181596,0.878875,1.0,0.1329411458333333
run_six_hump_camel_20260331_200447_912265_55da,d2,True,3,3,0.7102394192363831,0.7778333333333333,1.0,0.0359630208333333
run_six_hump_camel_20260331_200645_285252_d072,x2,False,1,1,0.881928703346431,0.907375,1.0,0.1203567708333334
run_six_hump_camel_20260331_201514_582315_b954,x1,False,1,1,0.9423750354048436,0.960625,1.0,0.1589635416666668
run_six_hump_camel_20260401_104224_019393_2d81,x1,False,1,3,0.9568479872554452,0.9703125,0.8666666666666667,0.2553463541666666
run_six_hump_camel_20260401_104224_019393_2d81,x2,False,2,3,0.8558701877380746,0.8919999999999999,1.0,0.1653713541666666
run_six_hump_camel_20260401_104224_019393_2d81,d3,True,3,3,0.8156501792687889,0.8467499999999999,0.9333333333333332,0.1427135416666667
run_six_hump_camel_20260401_104615_247214_694b,x1,False,1,1,0.94989894401926,0.976875,1.0,0.194396875
