run_root,problem,selected,sel_count,dummy_count,fi_real_only_success,fi_all_real_included,fi_final_score_threshold,fi_global_score_floor,fi_stability_rule_very_low_data,fi_stability_perm_min_rate_very_low_data,fi_stability_drop_min_rate_very_low_data,fi_stability_rule_normal,fi_gap_filter_enabled,fi_gap_threshold_very_low_data,fi_gap_global_floor,fi_gap_min_retain,fi_drop_veto_enabled,fi_drop_veto_threshold,fi_disagreement_penalty_scale,fi_disagreement_threshold,fi_null_enabled,fi_null_mode,fi_null_quantile,fi_null_alpha_low_data,fi_bootstrap_enabled,fi_bootstrap_min_freq,fi_bootstrap_rescue_global_floor,fi_perm_var_penalty_very_low_data_scale,perm_repeats,perm_min_pass_rate,fi_drop_min_pass_rate,fi_drop_epsilon,fi_drop_min_pass_rate_very_low_data,fi_drop_epsilon_very_low_data,cv_low_data_np_ratio
result\past\additional=True\run_cantilever_beam_20260401_162026_019496_d092,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_162319_299126_22b8,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_162606_861086_7736,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_162908_897267_f8cf,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_163237_316493_21d8,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_163454_444373_a9a6,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_163739_481734_67fe,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_164037_193727_d920,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_164345_796345_3a3f,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_164618_752899_4370,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_164835_218501_fa67,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_165117_621867_ee48,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_165418_331952_c4ce,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_165639_013723_0fc5,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_165856_042715_4b61,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_170125_198528_e4ac,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_170342_256698_9073,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_170628_509924_1ece,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_170838_240562_84f9,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_171137_076595_a246,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_171419_547469_9fc3,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_171651_444594_221a,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_171858_521099_5621,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_172148_734406_2c76,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260401_172354_880740_110d,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2.0,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181208_608231_46c2,goldstein_price,x2,1,0,0,0,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181301_763541_700c,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181354_828566_5b27,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181444_316031_a237,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181547_661636_4782,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181643_618516_df2d,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181729_228680_e957,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181821_129817_c6c0,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_181916_427528_7247,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182009_366786_56db,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182056_800231_a4f9,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182139_910106_5556,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182230_636859_6d79,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182310_933828_a973,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182355_327960_b1d1,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182447_224320_691d,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182527_969700_30b0,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182616_363861_cb99,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182700_826311_a9bb,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182748_103339_7600,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182830_510976_4a5f,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182911_127277_0e27,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_182955_967234_cd31,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183036_686531_8a22,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183116_714785_3b39,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183157_627619_8708,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183255_385044_7f94,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183339_921373_be1c,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183436_756976_4ad0,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183523_837690_3c8b,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183606_712653_b5f7,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183704_127424_7110,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183752_247402_15ee,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183850_807236_5fc5,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_183931_739223_88ce,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184012_570816_b575,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184059_067387_63d6,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184150_702516_d130,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184241_592695_bd87,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184323_165023_a97c,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184412_180252_0a1f,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184456_640558_4b3f,goldstein_price,"d2,x1,x2",3,1,0,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184546_313712_2178,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184629_715459_bd6f,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184708_892695_0182,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184756_758130_5ed8,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184844_606892_cb67,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_184924_132255_3221,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_185013_512491_fffd,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260326_185104_287656_07c3,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_093445_601314_85f3,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_093548_652017_52b1,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_093711_946851_a5be,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_093910_034789_3652,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_094121_749470_d572,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_094307_197768_7e9c,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_094531_207733_307d,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_094726_046293_45fe,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_094847_288856_3de1,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095053_839864_4be9,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095223_060501_8f2c,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095333_524615_283d,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095430_201983_8a0f,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095514_981908_09df,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095617_754890_2bc8,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095731_414106_d679,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_goldstein_price_20260327_095828_870915_5dbe,goldstein_price,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
